Incidence, US by County, All Races, Breast (Female), 2013 - 2017
Area,County FIPS,"Age-Adjusted Rate per 100,000",Lower CI,Upper CI,Count
"Washington, Pennsylvania","42125","137.1","128.3","146.4","1018"
"Onslow, North Carolina","37133","137.1","125.0","149.9","493"
"Warren, Pennsylvania","42123","137.0","117.7","159.0","210"
"Hopewell, Virginia","51670","137.0","110.4","168.3","99"
"Williamson, Texas","48491","137.0","130.7","143.6","1802"
"Vance, North Carolina","37181","137.0","118.0","158.3","205"
"St. Clair, Alabama","1115","137.0","123.0","152.3","373"
"Douglas, Illinois","17041","137.0","108.0","171.7","85"
"Larimer, Colorado","8069","137.0","129.3","145.1","1277"
"Worcester, Massachusetts","25027","137.0","132.3","141.8","3439"
"Warrick, Indiana","18173","136.9","120.9","154.6","281"
"Manitowoc, Wisconsin","55071","136.9","122.4","152.7","373"
"Humphreys, Mississippi","28053","136.9","96.0","190.0","39"
"Johnson, Iowa","19103","136.9","124.0","150.7","439"
"York, Maine","23031","136.9","128.0","146.3","989"
"Greenville, South Carolina","45045","136.8","130.8","143.0","2046"
"Clallam, Washington","53009","136.8","122.9","152.2","453"
"Kenton, Kentucky","21117","136.8","126.1","148.1","647"
"Hartford, Connecticut","9003","136.8","132.5","141.3","3988"
"Pend Oreille, Washington","53051","136.7","104.1","177.9","71"
"Union, New Jersey","34039","136.7","131.0","142.6","2272"
"Lawrence, Kentucky","21127","136.6","105.1","175.0","69"
"Lincoln, South Dakota","46083","136.6","116.9","158.6","180"
"Jackson, Missouri","29095","136.6","131.5","141.9","2833"
"Jefferson, Kentucky","21111","136.6","131.8","141.5","3299"
"Paulding, Georgia","13223","136.5","124.9","149.0","531"
"Menard, Illinois","17129","136.5","103.1","178.3","62"
"Santa Barbara, California","6083","136.5","129.8","143.5","1652"
"Elbert, Georgia","13105","136.5","109.0","169.4","95"
"Lake, Ohio","39085","136.5","128.1","145.3","1105"
"Clark, Kentucky","21049","136.5","115.9","160.1","165"
"Teller, Colorado","8119","136.4","109.4","168.7","107"
"Moore, Tennessee","47127","136.4","91.5","199.0","32"
"Iberville, Louisiana","22047","136.4","113.8","162.3","135"
"Fayette, Georgia","13113","136.4","124.2","149.6","507"
"Washington, Maryland","24043","136.4","125.6","147.8","640"
"Walworth, South Dakota","46129","136.3","82.6","212.8","24"
"Alexander, North Carolina","37003","136.3","115.8","159.7","170"
"Hood River, Oregon","41027","136.3","108.4","169.2","87"
"Grenada, Mississippi","28043","136.3","109.9","167.5","98"
"Putnam, Ohio","39137","136.3","114.4","161.3","150"
"Ashley, Arkansas","5003","136.3","109.3","168.4","95"
"Carroll, New Hampshire","33003","136.3","118.2","156.9","265"
"Schuyler, New York","36097","136.2","108.2","169.9","89"
"Leflore, Mississippi","28083","136.2","112.1","163.9","119"
"Gregory, South Dakota","46053","136.2","76.0","228.0","21"
"Kendall, Illinois","17093","136.2","123.1","150.4","408"
"Scott, Kentucky","21209","136.2","117.0","157.8","186"
"Hampton, Virginia","51650","136.1","124.6","148.4","553"
"Suffolk, New York","36103","136.1","132.8","139.6","6547"
"Routt, Colorado","8107","136.0","108.5","168.6","97"
"Dallas, Arkansas","5039","136.0","93.2","193.5","38"
"Union, South Carolina","45087","136.0","112.9","162.8","136"
"Union, Kentucky","21225","136.0","103.0","176.7","62"
"Portsmouth, Virginia","51740","136.0","122.3","150.8","386"
"Norfolk, Virginia","51710","136.0","126.5","146.1","802"
"Georgetown, South Carolina","45043","135.9","120.2","153.3","339"
"Broadwater, Montana","30007","135.9","90.8","200.3","30"
"James City, Virginia","51095","135.9","121.5","151.8","380"
"Hutchinson, Texas","48233","135.9","107.9","169.2","87"
"Arapahoe, Colorado","8005","135.9","130.3","141.6","2349"
"Jackson, Oregon","41029","135.9","127.4","145.0","1080"
"Ringgold, Iowa","19159","135.9","85.3","209.3","27"
"Carteret, North Carolina","37031","135.9","121.1","152.2","362"
"Martinsville, Virginia","51690","135.9","103.1","176.5","67"
"Prince of Wales-Outer Ketchikan, Alaska","2201","135.8","83.2","211.6","24"
"Bibb, Georgia","13021","135.8","125.1","147.2","637"
"Albemarle, Virginia","51003","135.8","123.2","149.5","461"
"Cass, North Dakota","38017","135.8","124.2","148.1","535"
"Worcester, Maryland","24047","135.8","118.5","155.3","283"
"Nevada, California","6057","135.8","123.0","149.6","539"
"Piscataquis, Maine","23021","135.7","106.7","171.2","91"
"Orange, Indiana","18117","135.7","107.8","169.1","89"
"Cape May, New Jersey","34009","135.7","122.9","149.5","529"
"Lee, Georgia","13177","135.6","110.5","164.8","107"
"Sussex, New Jersey","34037","135.6","124.8","147.1","645"
"Montgomery, Ohio","39113","135.6","129.9","141.3","2408"
"Obion, Tennessee","47131","135.6","113.9","160.7","150"
"Monroe, Mississippi","28095","135.6","114.8","159.2","166"
"Cumberland, Maine","23005","135.6","128.1","143.5","1319"
"Dewey, South Dakota","46041","135.6","77.9","218.2","17"
"Shelby, Iowa","19165","135.5","101.7","178.3","62"
"DeKalb, Georgia","13089","135.5","130.3","140.8","2759"
"Spokane, Washington","53063","135.5","129.4","141.8","2019"
"Boulder, Colorado","8013","135.4","127.6","143.5","1195"
"Wheeler, Texas","48483","135.4","83.6","208.3","23"
"New London, Connecticut","9011","135.4","127.5","143.6","1200"
"Owen, Kentucky","21187","135.4","98.1","183.2","48"
"Crawford, Missouri","29055","135.3","110.0","165.1","109"
"Cherokee, Georgia","13057","135.3","126.5","144.6","920"
"Pearl River, Mississippi","28109","135.3","118.0","154.5","244"
"Dearborn, Indiana","18029","135.3","117.5","155.2","222"
"Cheshire, New Hampshire","33005","135.2","120.7","151.1","354"
"Comanche, Oklahoma","40031","135.2","122.3","149.1","417"
"Granville, North Carolina","37077","135.2","118.4","153.8","252"
"Rockdale, Georgia","13247","135.2","121.5","150.2","372"
"St. Landry, Louisiana","22097","135.2","120.8","150.9","345"
"Valdez-Cordova, Alaska","2261","135.1","88.8","197.0","32"
"Warren, Ohio","39165","135.1","126.2","144.4","893"
"Hughes, South Dakota","46065","135.1","105.1","171.3","75"
"Dubuque, Iowa","19061","135.1","121.6","149.7","409"
"Lincoln, North Carolina","37109","135.0","121.2","150.1","366"
"Beaver, Oklahoma","40007","135.0","86.2","204.2","25"
"Calumet, Wisconsin","55015","135.0","116.6","155.6","201"
"Rensselaer, New York","36083","135.0","124.7","146.0","686"
"Musselshell, Montana","30065","135.0","82.9","212.8","26"
"Washington, Vermont","50023","134.9","118.4","153.2","265"
"Baker, Georgia","13007","134.9","75.8","228.7","17"
"St. Charles, Louisiana","22089","134.9","116.7","155.3","207"
"Sheridan, Nebraska","31161","134.9","84.6","207.4","27"
"Madison, New York","36053","134.8","119.6","151.4","315"
"Nash, North Carolina","37127","134.8","121.7","148.9","427"
"Dewey, Oklahoma","40043","134.8","82.1","210.8","22"
"Erie, Pennsylvania","42049","134.8","126.9","143.1","1192"
"Dallas, Iowa","19049","134.8","119.3","151.9","279"
"Camden, North Carolina","37029","134.8","98.2","182.1","46"
"Kane, Utah","49025","134.7","88.4","197.8","35"
"Bryan, Georgia","13029","134.7","110.9","162.1","116"
"Clackamas, Oregon","41005","134.7","128.3","141.3","1794"
"Chemung, New York","36015","134.7","121.2","149.5","397"
"Anne Arundel, Maryland","24003","134.7","129.1","140.6","2275"
"Delta, Texas","48119","134.6","84.4","206.3","26"
"Halifax, North Carolina","37083","134.6","117.6","153.5","257"
"Lawrence, Missouri","29109","134.6","113.9","158.2","163"
"Kershaw, South Carolina","45055","134.6","118.6","152.2","280"
"Columbia, New York","36021","134.5","118.8","152.0","308"
"Haywood, North Carolina","37087","134.5","119.0","151.6","324"
"Henderson, Kentucky","21101","134.5","116.0","155.3","205"
"Barnwell, South Carolina","45011","134.4","107.8","165.8","98"
"Butte, California","6007","134.4","125.4","143.8","958"
"Cherokee, North Carolina","37039","134.4","111.1","161.9","153"
"Sampson, North Carolina","37163","134.4","118.2","152.2","269"
"Walworth, Wisconsin","55127","134.3","121.4","148.3","429"
"Washington, North Carolina","37187","134.3","101.2","176.0","65"
"Clare, Michigan","26035","134.3","111.6","160.6","147"
"McKean, Pennsylvania","42083","134.3","114.8","156.4","187"
"Pitkin, Colorado","8097","134.3","104.5","171.0","78"
"Wayne, Illinois","17191","134.3","104.7","170.2","80"
"Richmond, New York","36085","134.3","128.3","140.5","2012"
"Daviess, Kentucky","21059","134.2","121.4","148.2","430"
"Cook, Georgia","13075","134.2","104.7","169.8","73"
"Todd, Kentucky","21219","134.2","98.7","178.7","50"
"Alger, Michigan","26003","134.2","92.8","190.5","44"
"Northampton, Virginia","51131","134.1","98.8","178.9","65"
"Oklahoma, Oklahoma","40109","134.1","129.1","139.2","2886"
"Shelby, Kentucky","21211","134.1","115.3","155.2","191"
"Miami, Ohio","39109","134.1","121.8","147.4","469"
"Newport News, Virginia","51700","134.1","123.8","145.0","659"
"Greene, New York","36039","134.0","115.9","154.4","226"
"Prince George, Virginia","51149","134.0","111.5","159.9","131"
"Cedar, Nebraska","31027","134.0","91.9","190.0","38"
"Lebanon, Pennsylvania","42075","134.0","123.2","145.5","628"
"Knox, Ohio","39083","134.0","117.5","152.3","260"
"Lawrence, Ohio","39087","133.9","117.9","151.5","274"
"Madison, Illinois","17119","133.9","126.0","142.2","1159"
"Taylor, Iowa","19173","133.9","85.9","200.8","29"
"Washington, Ohio","39167","133.9","118.1","151.4","292"
"East Baton Rouge, Louisiana","22033","133.9","127.3","140.7","1668"
"Rockingham, North Carolina","37157","133.9","121.2","147.8","445"
"Providence, Rhode Island","44007","133.9","128.6","139.3","2543"
"Caroline, Virginia","51033","133.9","111.2","160.1","129"
"Pendleton, Kentucky","21191","133.9","102.0","173.5","62"
"Falls Church, Virginia","51610","133.9","99.4","176.8","52"
"Danville, Virginia","51590","133.8","114.8","155.3","211"
"Seneca, New York","36099","133.8","111.8","159.1","148"
"Boone, Missouri","29019","133.8","122.7","145.7","564"
"Cuyahoga, Ohio","39035","133.8","130.2","137.4","5791"
"Kosciusko, Indiana","18085","133.7","118.9","150.0","315"
"Schoharie, New York","36095","133.6","112.0","158.6","149"
"Bamberg, South Carolina","45009","133.6","101.7","172.9","70"
"Newport, Rhode Island","44005","133.5","120.2","148.1","409"
"Johnston, North Carolina","37101","133.5","123.8","143.9","717"
"Summit, Ohio","39153","133.5","128.0","139.2","2400"
"Beaver, Pennsylvania","42007","133.5","124.0","143.6","843"
"Winnebago, Illinois","17201","133.5","125.8","141.5","1217"
"Richmond, Georgia","13245","133.5","123.9","143.6","774"
"Champaign, Ohio","39021","133.5","113.6","156.2","173"
"Cass, Missouri","29037","133.5","120.7","147.2","427"
"Haywood, Tennessee","47075","133.5","104.5","168.3","80"
"Sheboygan, Wisconsin","55117","133.4","121.6","146.1","505"
"Marquette, Wisconsin","55077","133.4","102.6","171.7","77"
"Jefferson, West Virginia","54037","133.4","116.1","152.7","226"
"Monongalia, West Virginia","54061","133.4","118.9","149.3","325"
"Grant, Oklahoma","40053","133.3","78.7","214.0","20"
"Seneca, Ohio","39147","133.3","115.5","153.0","227"
"Franklin, Ohio","39049","133.2","129.2","137.3","4397"
"Santa Cruz, California","6087","133.2","125.0","141.8","1077"
"Claiborne, Mississippi","28021","133.2","89.4","190.9","34"
"Jefferson, Colorado","8059","133.2","127.7","138.9","2373"
"Duval, Florida","12031","133.2","128.7","137.8","3550"
"Putnam, Tennessee","47141","133.2","118.1","149.8","307"
"Chautauqua, New York","36013","133.1","122.0","145.1","599"
"Warren, Missouri","29219","133.1","111.1","158.5","140"
"Henderson, North Carolina","37089","133.1","121.9","145.3","613"
"Benton, Washington","53005","133.1","123.2","143.6","708"
"Gratiot, Michigan","26057","133.1","112.3","156.8","162"
"Woodford, Kentucky","21239","133.1","109.1","161.1","116"
"Henry, Georgia","13151","133.1","123.8","142.8","808"
"Missoula, Montana","30063","133.0","120.1","147.0","419"
"Howard, Indiana","18067","133.0","119.3","148.0","378"
"McCracken, Kentucky","21145","133.0","117.7","149.8","306"
"Roane, Tennessee","47145","133.0","116.3","151.6","265"
"Greene, Iowa","19073","133.0","95.3","182.4","48"
"Charleston, South Carolina","45019","133.0","126.3","140.0","1586"
"Iredell, North Carolina","37097","133.0","123.2","143.5","708"
"Kent, Delaware","10001","132.9","123.1","143.3","723"
"Washington, Arkansas","5143","132.9","123.2","143.2","719"
"Muscatine, Iowa","19139","132.9","113.4","155.0","176"
"Boone, Kentucky","21015","132.9","121.0","145.8","472"
"Cole, Missouri","29051","132.9","118.0","149.2","311"
"Ocean, New Jersey","34029","132.9","127.7","138.3","2928"
"Dougherty, Georgia","13095","132.8","119.0","147.6","367"
"Lexington, South Carolina","45063","132.8","125.0","140.9","1149"
"Tattnall, Georgia","13267","132.8","105.4","165.3","87"
"Clark, Washington","53011","132.8","126.6","139.3","1807"
"Madison, Kentucky","21151","132.8","118.2","148.7","313"
"Cuming, Nebraska","31039","132.8","93.5","184.5","41"
"Martin, North Carolina","37117","132.7","109.3","160.2","127"
"Douglas, Nevada","32005","132.7","114.4","153.3","244"
"Morton, North Dakota","38059","132.7","109.0","160.1","119"
"Inyo, California","6027","132.7","102.9","168.8","85"
"Butler, Pennsylvania","42019","132.6","123.3","142.4","831"
"Lancaster, South Carolina","45057","132.6","119.3","147.1","404"
"Dane, Wisconsin","55025","132.6","126.5","139.0","1861"
"Spartanburg, South Carolina","45083","132.6","125.1","140.5","1233"
"Northampton, Pennsylvania","42095","132.5","125.3","140.2","1362"
"Multnomah, Oregon","41051","132.5","127.6","137.6","2899"
"Carroll, Maryland","24013","132.5","122.7","142.9","730"
"Crawford, Wisconsin","55023","132.5","102.4","169.5","78"
"Madison, North Carolina","37115","132.5","106.3","163.7","102"
"Iberia, Louisiana","22045","132.5","117.1","149.4","285"
"Webster, Iowa","19187","132.4","111.8","155.9","162"
"Henry, Kentucky","21103","132.4","101.5","170.2","67"
"Rogers, Oklahoma","40131","132.3","118.7","147.2","363"
"Calhoun, South Carolina","45017","132.3","101.5","170.3","73"
"Currituck, North Carolina","37053","132.3","108.1","160.8","111"
"Lewis, New York","36049","132.3","108.6","160.0","118"
"Clear Creek, Colorado","8019","132.3","93.1","185.1","44"
"Dinwiddie, Virginia","51053","132.2","109.1","159.2","121"
"Drew, Arkansas","5043","132.2","104.2","165.8","81"
"Madison, Alabama","1089","132.2","125.3","139.4","1426"
"Clay, North Carolina","37043","132.1","99.8","174.3","70"
"Sawyer, Wisconsin","55113","132.1","103.7","167.2","89"
"Medina, Ohio","39103","132.1","122.5","142.2","754"
"Bremer, Iowa","19017","132.0","106.5","161.8","107"
"Jefferson, Alabama","1073","131.9","126.9","137.1","2748"
"Lynchburg, Virginia","51680","131.9","116.0","149.4","274"
"Washington, Oregon","41067","131.9","126.2","137.8","2103"
"Gilchrist, Florida","12041","131.9","101.2","169.4","72"
"Creek, Oklahoma","40037","131.9","117.0","148.3","304"
"St. Mary, Louisiana","22101","131.8","114.2","151.6","213"
"Muskingum, Ohio","39119","131.8","118.2","146.5","377"
"Morgan, Ohio","39115","131.8","99.2","172.2","63"
"Dorchester, South Carolina","45035","131.8","120.9","143.3","570"
"Roberts, South Dakota","46109","131.8","91.8","183.5","40"
"Covington, Alabama","1039","131.7","111.9","154.2","179"
"Pitt, North Carolina","37147","131.7","121.2","142.8","614"
"Anchorage, Alaska","2020","131.7","123.0","140.8","928"
"Cook, Illinois","17031","131.7","129.9","133.6","20229"
"Nassau, Florida","12089","131.7","117.9","146.8","377"
"Hocking, Ohio","39073","131.7","108.7","158.6","125"
"Hampden, Massachusetts","25013","131.7","125.7","137.8","1974"
"Pulaski, Kentucky","21199","131.6","116.7","148.1","301"
"Upshur, West Virginia","54097","131.6","106.8","160.8","108"
"Frederick, Maryland","24021","131.6","123.3","140.5","966"
"Clarke, Georgia","13059","131.6","118.0","146.3","360"
"Kaufman, Texas","48257","131.5","118.8","145.3","404"
"Sullivan, New Hampshire","33019","131.5","113.3","152.0","209"
"Shawano, Wisconsin","55115","131.5","112.0","153.5","185"
"Maury, Tennessee","47119","131.5","117.9","146.4","364"
"Lafayette, Louisiana","22055","131.4","122.5","140.8","850"
"Craven, North Carolina","37049","131.4","118.6","145.4","428"
"Mercer, Pennsylvania","42085","131.4","119.7","144.0","533"
"Tippah, Mississippi","28139","131.4","104.8","162.9","89"
"Pike, Ohio","39131","131.4","108.0","158.5","119"
"Butler, Ohio","39017","131.4","124.5","138.5","1442"
"Atlantic, New Jersey","34001","131.4","123.8","139.4","1191"
"Cedar, Iowa","19031","131.3","103.1","165.5","81"
"Cumberland, North Carolina","37051","131.2","123.4","139.3","1101"
"Marinette, Wisconsin","55075","131.2","112.8","152.1","211"
"Lewis and Clark, Montana","30049","131.2","115.5","148.5","283"
"Lehigh, Pennsylvania","42077","131.2","124.4","138.3","1490"
"Jones, Georgia","13169","131.2","108.0","158.1","119"
"Orleans, Louisiana","22071","131.2","124.4","138.3","1489"
"Edwards, Illinois","17047","131.1","87.9","190.4","32"
"Clermont, Ohio","39025","131.1","122.0","140.7","825"
"Columbia, Georgia","13073","131.1","120.0","143.0","534"
"Wilson, North Carolina","37195","131.1","117.4","146.0","359"
"Starr, Texas","48427","131.1","113.2","151.0","195"
"Wayne, Missouri","29223","131.1","100.2","169.9","68"
"Fulton, Georgia","13121","131.1","126.7","135.6","3528"
"Dare, North Carolina","37055","131.0","110.5","154.7","165"
"Knox, Tennessee","47093","131.0","124.9","137.4","1816"
"Lorain, Ohio","39093","131.0","123.7","138.7","1312"
"Ward, North Dakota","38101","131.0","113.8","150.0","221"
"Pawnee, Oklahoma","40117","131.0","101.0","167.7","71"
"Warren, Indiana","18171","131.0","93.0","181.6","41"
"Chesterfield, Virginia","51041","130.9","123.8","138.3","1346"
"Jefferson, Missouri","29099","130.9","122.1","140.2","879"
"Macon, North Carolina","37113","130.9","110.9","154.0","192"
"Canyon, Idaho","16027","130.9","121.3","141.2","705"
"St. Johns, Florida","12109","130.9","122.7","139.6","1026"
"Otsego, New York","36077","130.9","114.7","149.0","270"
"Mason, Kentucky","21161","130.9","102.0","166.0","76"
"McClain, Oklahoma","40087","130.9","110.0","154.8","146"
"Cumberland, Pennsylvania","42041","130.9","122.8","139.4","1061"
"York, South Carolina","45091","130.8","122.6","139.4","986"
"Muscogee, Georgia","13215","130.8","121.3","140.9","729"
"St. Clair, Illinois","17163","130.8","122.9","139.2","1074"
"Rockwall, Texas","48397","130.8","116.8","146.1","326"
"Washington, Iowa","19183","130.8","104.3","162.3","94"
"Indiana, Pennsylvania","42063","130.7","116.3","146.5","344"
"Knott, Kentucky","21119","130.7","100.1","168.4","67"
"Tama, Iowa","19171","130.7","102.3","165.3","80"
"Edmonson, Kentucky","21061","130.6","96.8","173.5","55"
"Salem, New Jersey","34033","130.6","115.0","147.8","281"
"Livingston, Michigan","26093","130.6","121.3","140.5","788"
"Walker, Texas","48471","130.6","112.1","151.4","194"
"Shelby, Tennessee","47157","130.6","126.2","135.1","3538"
"Mercer, Kentucky","21167","130.6","104.9","161.3","97"
"Florence, South Carolina","45041","130.6","120.0","141.8","598"
"Union, New Mexico","35059","130.5","71.4","222.7","17"
"Essex, New York","36031","130.5","110.9","153.1","184"
"Union, South Dakota","46127","130.5","98.3","170.3","61"
"Plumas, California","6063","130.5","102.2","165.3","101"
"Jackson, Illinois","17077","130.5","112.1","150.9","199"
"Marshall, Tennessee","47117","130.4","108.2","156.0","129"
"Gregg, Texas","48183","130.4","118.6","143.2","473"
"Racine, Wisconsin","55101","130.4","121.3","140.1","809"
"Denver, Colorado","8031","130.4","124.9","136.0","2214"
"Morrow, Ohio","39117","130.4","109.6","154.2","150"
"Iron, Missouri","29093","130.4","94.3","177.1","49"
"Herkimer, New York","36043","130.3","114.7","147.5","284"
"Itawamba, Mississippi","28057","130.3","105.2","160.0","98"
"Fond du Lac, Wisconsin","55039","130.3","117.8","143.8","435"
"Lancaster, Pennsylvania","42071","130.3","124.7","136.1","2225"
"Scott, Iowa","19163","130.3","120.3","140.9","678"
"Glacier, Montana","30035","130.3","93.6","176.4","44"
"Page, Virginia","51139","130.2","106.2","158.4","113"
"Washakie, Wyoming","56043","130.2","87.5","187.4","35"
"Washoe, Nevada","32031","130.2","123.9","136.8","1700"
"Crenshaw, Alabama","1041","130.2","99.2","168.8","65"
"Monroe, Pennsylvania","42089","130.2","120.5","140.6","717"
"Dauphin, Pennsylvania","42043","130.2","122.5","138.2","1159"
"Glenn, California","6021","130.2","105.4","159.0","102"
"Marshall, Kentucky","21157","130.2","108.9","154.8","149"
"Boone, Indiana","18011","130.2","113.8","148.4","235"
"Howard, Missouri","29089","130.1","90.8","181.1","42"
"McDuffie, Georgia","13189","130.1","103.6","161.6","91"
"Washington, Kentucky","21229","130.1","95.9","173.4","51"
"Dickinson, Michigan","26043","130.1","105.0","159.8","113"
"Parker, Texas","48367","130.1","118.6","142.4","500"
"Midland, Michigan","26111","130.1","116.4","145.0","360"
"Bertie, North Carolina","37015","130.0","103.6","161.8","99"
"Napa, California","6055","130.0","119.4","141.4","595"
"Stafford, Virginia","51179","130.0","117.9","142.9","456"
"Page, Iowa","19145","130.0","101.4","165.6","80"
"Blount, Alabama","1009","130.0","113.7","148.0","248"
"Johnson, Nebraska","31097","130.0","71.7","218.7","20"
"Franklin, Illinois","17055","130.0","110.7","152.1","180"
"Fayette, Ohio","39047","129.9","107.4","155.9","125"
"Clinton, Illinois","17027","129.9","109.5","153.3","153"
"Autauga, Alabama","1001","129.9","113.2","148.5","223"
"Wayne, Michigan","26163","129.9","126.8","133.1","7085"
"Dorchester, Maryland","24019","129.9","108.5","154.6","151"
"Maui, Hawaii","15009","129.9","119.9","140.5","674"
"Licking, Ohio","39089","129.9","120.3","140.1","712"
"Yamhill, Oregon","41071","129.8","117.1","143.6","411"
"Sandoval, New Mexico","35043","129.8","119.0","141.3","581"
"Amelia, Virginia","51007","129.8","96.3","172.0","57"
"Lake, Florida","12069","129.7","123.1","136.7","1706"
"Randolph, Illinois","17157","129.7","106.6","156.6","128"
"Prince George's, Maryland","24033","129.7","125.3","134.3","3431"
"Christian, Missouri","29043","129.7","115.6","145.1","323"
"Middlesex, New Jersey","34023","129.7","125.2","134.4","3197"
"Cheatham, Tennessee","47021","129.7","109.9","152.3","161"
"Geneva, Alabama","1061","129.6","106.8","156.2","123"
"Winnebago, Wisconsin","55139","129.6","119.5","140.4","651"
"Macomb, Michigan","26099","129.6","125.3","134.0","3667"
"Bleckley, Georgia","13023","129.6","94.5","173.8","49"
"Elbert, Colorado","8039","129.6","103.8","160.5","107"
"Champaign, Illinois","17019","129.6","119.5","140.3","656"
"York, Virginia","51199","129.6","114.2","146.5","271"
"DeKalb, Illinois","17037","129.5","115.8","144.4","340"
"Fairfield, Ohio","39045","129.5","119.0","140.7","589"
"Essex, Vermont","50009","129.5","82.6","196.5","29"
"Lake, South Dakota","46079","129.5","94.9","173.7","53"
"Ventura, California","6111","129.5","125.0","134.2","3235"
"York, Pennsylvania","42133","129.5","123.5","135.8","1833"
"Erie, Ohio","39043","129.4","115.5","144.7","356"
"Loudoun, Virginia","51107","129.4","121.9","137.2","1190"
"Chambers, Alabama","1017","129.4","109.1","152.5","159"
"Contra Costa, California","6013","129.4","125.6","133.3","4520"
"Allegany, Maryland","24001","129.3","114.5","145.6","319"
"Okfuskee, Oklahoma","40107","129.3","94.4","173.6","49"
"Manistee, Michigan","26101","129.3","103.5","160.1","114"
"Sacramento, California","6067","129.3","125.8","132.8","5552"
"Penobscot, Maine","23019","129.2","118.9","140.2","646"
"Weston, Wyoming","56045","129.2","84.3","191.3","31"
"Queen Anne's, Maryland","24035","129.2","111.3","149.3","206"
"Troup, Georgia","13285","129.2","113.8","146.1","267"
"Cumberland, Kentucky","21057","129.1","83.9","191.4","30"
"Holmes, Mississippi","28051","129.1","98.0","166.7","63"
"Cayuga, New York","36011","129.1","114.6","145.0","328"
"Clay, Illinois","17025","129.1","97.6","168.6","65"
"Cattaraugus, New York","36009","129.0","114.8","144.5","336"
"Monroe, Wisconsin","55081","129.0","110.0","150.6","175"
"Bradford, Pennsylvania","42015","129.0","113.3","146.4","280"
"Delaware, Iowa","19055","129.0","99.8","164.7","73"
"San Diego, California","6073","129.0","126.6","131.4","11619"
"Macoupin, Illinois","17117","128.9","111.2","149.0","209"
"Walsh, North Dakota","38099","128.9","94.5","173.3","53"
"Logan, Illinois","17107","128.9","106.6","154.8","128"
"Henry, Missouri","29083","128.9","103.3","159.4","101"
"Franklin, Kentucky","21073","128.9","111.4","148.4","210"
"Sevier, Tennessee","47155","128.9","116.6","142.2","439"
"Mariposa, California","6043","128.9","100.4","164.1","90"
"Columbia, Pennsylvania","42037","128.9","113.6","145.9","287"
"Eau Claire, Wisconsin","55035","128.8","115.6","143.2","371"
"Beaverhead, Montana","30001","128.8","90.1","180.1","41"
"Outagamie, Wisconsin","55087","128.8","119.2","139.1","691"
"Armstrong, Pennsylvania","42005","128.8","114.4","144.8","326"
"Missaukee, Michigan","26113","128.8","99.0","165.7","70"
"Clay, Arkansas","5021","128.8","98.0","166.8","69"
"Powell, Kentucky","21197","128.8","94.1","172.6","49"
"Fulton, Ohio","39051","128.7","109.4","150.7","170"
"Comal, Texas","48091","128.7","117.6","140.6","546"
"El Dorado, California","6017","128.7","119.7","138.3","852"
"Catawba, North Carolina","37035","128.7","118.8","139.2","665"
"Turner, Georgia","13287","128.7","87.4","183.6","35"
"Rowan, North Carolina","37159","128.7","118.1","140.0","586"
"Calvert, Maryland","24009","128.7","115.3","143.3","362"
"Amador, California","6005","128.7","108.9","151.7","196"
"Jefferson, Tennessee","47089","128.6","111.9","147.4","238"
"Thomas, Georgia","13275","128.6","110.5","149.0","194"
"Portage, Ohio","39133","128.6","118.5","139.4","637"
"Tompkins, New York","36109","128.6","114.7","143.6","342"
"Monroe, West Virginia","54063","128.6","96.2","169.4","63"
"Grant, Arkansas","5053","128.6","100.5","162.7","75"
"Sumter, South Carolina","45085","128.6","116.2","141.9","423"
"Davidson, North Carolina","37057","128.5","118.9","138.6","713"
"Dodge, Nebraska","31053","128.5","107.8","152.2","157"
"Fayette, Pennsylvania","42051","128.5","118.0","139.7","633"
"Dale, Alabama","1045","128.5","110.5","148.7","194"
"Nowata, Oklahoma","40105","128.5","93.4","173.8","48"
"Craighead, Arkansas","5031","128.5","115.4","142.8","364"
"Beaufort, South Carolina","45013","128.5","119.2","138.4","885"
"Middlesex, Virginia","51119","128.4","92.5","175.7","61"
"Chatham, Georgia","13051","128.4","120.5","136.6","1064"
"Juneau, Wisconsin","55057","128.4","103.1","158.3","106"
"Ingham, Michigan","26065","128.4","120.1","137.1","959"
"Powhatan, Virginia","51145","128.4","105.5","155.3","120"
"Hancock, Illinois","17067","128.3","100.9","161.5","88"
"Kenosha, Wisconsin","55059","128.3","118.2","139.1","625"
"Bullitt, Kentucky","21029","128.3","114.0","144.0","307"
"Dunn, Wisconsin","55033","128.3","107.8","151.6","152"
"Evans, Georgia","13109","128.2","90.4","176.5","40"
"Baxter, Arkansas","5005","128.2","110.4","148.5","244"
"Camden, Georgia","13039","128.2","108.7","150.3","163"
"Lee, North Carolina","37105","128.2","112.0","146.2","238"
"Scott, Missouri","29201","128.1","108.7","150.3","165"
"Baldwin, Alabama","1003","128.1","119.6","137.2","913"
"Augusta, Virginia","51015","128.1","114.0","143.6","332"
"Cowlitz, Washington","53015","128.1","116.0","141.3","448"
"Jefferson, Montana","30043","128.1","94.2","172.2","55"
"Webster, Louisiana","22119","128.0","109.2","149.4","181"
"Genesee, Michigan","26049","128.0","121.8","134.4","1714"
"Woodbury, Iowa","19193","128.0","114.9","142.1","374"
"Grimes, Texas","48185","128.0","102.2","158.4","96"
"Macon, Alabama","1087","128.0","99.8","162.1","82"
