Incidence, US by County, All Races, All Cancer Sites (Both Sexes), 2013 - 2017
Area,County FIPS,"Age-Adjusted Rate per 100,000",Lower CI,Upper CI,Count
"Hamilton, New York","36041","532.8","459.2","618.2","235"
"Letcher, Kentucky","21133","532.6","495.4","572.2","821"
"Sangamon, Illinois","17167","532.5","519.3","545.9","6574"
"Hardin, Iowa","19083","532.4","490.7","577.1","679"
"Clinch, Georgia","13065","532.3","460.3","612.6","212"
"Cecil, Maryland","24015","531.8","512.8","551.4","3174"
"Wyoming, New York","36121","531.8","503.2","561.7","1371"
"Lawrence, Ohio","39087","531.6","508.6","555.5","2114"
"Hyde, South Dakota","46069","531.1","379.8","726.0","52"
"Madison, Missouri","29123","531.0","480.7","585.5","434"
"Tishomingo, Mississippi","28141","530.7","490.6","573.4","707"
"White, Illinois","17193","530.5","485.0","579.5","554"
"Wayne, New York","36117","530.4","511.5","549.9","3185"
"Galax, Virginia","51640","530.4","463.3","605.3","246"
"Onslow, North Carolina","37133","530.3","512.8","548.2","3631"
"Shelby, Missouri","29205","530.2","460.1","608.8","227"
"Lumpkin, Georgia","13187","530.1","496.0","566.1","986"
"Trimble, Kentucky","21223","530.0","468.4","597.7","287"
"Martin, Kentucky","21159","530.0","476.5","588.2","378"
"Chemung, New York","36015","529.8","510.3","549.9","2984"
"Delta, Texas","48119","529.5","455.5","613.2","201"
"Daviess, Kentucky","21059","529.3","510.9","548.3","3260"
"Orleans, New York","36073","529.2","501.1","558.5","1408"
"Chautauqua, New York","36013","529.0","513.3","545.1","4686"
"Upson, Georgia","13293","528.9","494.3","565.4","926"
"Greensville, Virginia","51081","528.9","475.9","586.5","380"
"Saratoga, New York","36091","528.6","516.4","541.0","7568"
"Richmond, New York","36085","528.5","519.9","537.3","14826"
"Hanson, South Dakota","46061","528.5","418.3","658.4","91"
"Logan, Kentucky","21141","528.3","493.9","564.6","926"
"Clay, South Dakota","46027","527.9","469.2","591.8","311"
"Terrell, Georgia","13273","527.8","468.9","592.5","319"
"Burlington, New Jersey","34005","527.8","519.1","536.6","14780"
"Carroll, Tennessee","47017","527.5","494.3","562.4","1018"
"Franklin, Mississippi","28037","527.5","464.3","597.5","273"
"Greenup, Kentucky","21089","527.5","498.6","557.9","1325"
"Belknap, New Hampshire","33001","527.4","505.2","550.4","2373"
"Tucker, West Virginia","54093","527.4","464.7","597.3","296"
"Love, Oklahoma","40085","527.2","470.7","588.9","338"
"Washington, Kentucky","21229","526.9","475.3","582.9","404"
"East Carroll, Louisiana","22035","526.6","457.4","603.7","214"
"Cayuga, New York","36011","526.6","506.3","547.5","2733"
"Harrison, Iowa","19085","526.4","479.6","576.9","508"
"Jefferson, Indiana","18077","526.3","494.3","560.0","1072"
"Hopewell, Virginia","51670","526.3","487.2","567.9","697"
"Pamlico, North Carolina","37137","526.2","479.5","576.9","572"
"Northampton, Virginia","51131","526.1","477.4","579.0","524"
"Highland, Virginia","51091","525.8","413.8","665.5","110"
"Henry, Missouri","29083","525.7","488.8","564.9","830"
"Dodge, Nebraska","31053","525.7","495.8","556.9","1255"
"Emmet, Iowa","19063","525.6","469.2","587.4","359"
"Thomas, Nebraska","31171","525.6","329.4","805.6","27"
"Grant, Nebraska","31075","525.6","300.8","856.0","23"
"Jefferson, Kentucky","21111","525.5","518.6","532.4","23640"
"Oldham, Kentucky","21185","525.5","500.0","551.9","1778"
"Green, Kentucky","21087","525.4","473.5","581.9","407"
"Bryan, Georgia","13029","525.4","489.4","563.3","842"
"St. Landry, Louisiana","22097","525.3","504.6","546.7","2550"
"Roscommon, Michigan","26143","525.2","490.5","562.1","1195"
"Union, Georgia","13291","524.7","490.0","561.8","1120"
"De Soto, Louisiana","22031","524.7","490.1","561.1","909"
"Camden, New Jersey","34007","524.6","516.2","533.1","15613"
"Shelby, Indiana","18145","524.6","497.4","553.0","1467"
"Jasper, Georgia","13159","524.5","475.9","577.0","462"
"Pike, Ohio","39131","524.5","490.5","560.2","936"
"Merrick, Nebraska","31121","524.4","463.0","592.4","286"
"Cabell, West Virginia","54011","524.2","505.5","543.5","3161"
"Maury, Tennessee","47119","524.2","504.3","544.9","2760"
"Nelson, Kentucky","21179","524.0","495.8","553.5","1364"
"Wirt, West Virginia","54105","524.0","452.2","605.0","213"
"Duval, Florida","12031","523.8","517.2","530.4","25805"
"Harmon, Oklahoma","40057","523.6","421.0","645.3","98"
"Bolivar, Mississippi","28011","523.6","490.0","558.9","974"
"Whitley, Kentucky","21235","523.5","492.5","556.1","1114"
"Monmouth, New Jersey","34025","523.2","515.9","530.7","20800"
"Herkimer, New York","36043","523.2","500.9","546.3","2265"
"Gallatin, Kentucky","21077","523.1","457.5","595.7","255"
"Gloucester, Virginia","51073","523.0","494.3","553.2","1334"
"Northampton, Pennsylvania","42095","523.0","512.6","533.5","10366"
"Lincoln, West Virginia","54043","523.0","484.5","563.9","736"
"Marion, Mississippi","28091","522.9","487.6","560.3","853"
"Dickey, North Dakota","38021","522.7","445.9","610.0","186"
"Williamson, Illinois","17199","522.7","501.1","545.1","2307"
"Tift, Georgia","13277","522.6","492.5","554.0","1170"
"Spencer, Kentucky","21215","522.6","477.7","570.9","551"
"Flathead, Montana","30029","522.5","504.1","541.5","3335"
"Hancock, Tennessee","47067","522.5","455.8","597.2","244"
"McDuffie, Georgia","13189","522.5","482.6","564.9","684"
"Carlisle, Kentucky","21039","522.4","445.8","609.4","180"
"Jones, South Dakota","46075","522.3","355.4","750.1","37"
"St. Francois, Missouri","29187","522.0","499.6","545.3","2088"
"Jefferson, Illinois","17081","521.8","493.2","551.7","1322"
"Rensselaer, New York","36083","521.6","507.0","536.6","5123"
"Breckinridge, Kentucky","21027","521.4","482.1","563.4","706"
"Staunton, Virginia","51790","521.4","486.7","558.1","911"
"Pike, Illinois","17149","521.4","477.9","568.1","581"
"Ocean, New Jersey","34029","521.2","514.0","528.5","22554"
"Citrus, Florida","12017","521.1","507.1","535.5","7528"
"Chambers, Alabama","1017","521.1","491.0","552.6","1203"
"Franklin, Iowa","19069","520.9","467.1","579.6","385"
"Montgomery, Missouri","29139","520.7","471.1","574.6","440"
"Bradley, Arkansas","5011","520.4","468.7","576.6","388"
"McCreary, Kentucky","21147","520.4","476.4","567.7","542"
"Kiowa, Oklahoma","40075","520.1","461.8","584.1","318"
"Ringgold, Iowa","19159","520.1","444.2","606.5","201"
"Rockingham, North Carolina","37157","519.9","501.8","538.4","3372"
"Sanborn, South Dakota","46111","519.7","404.3","659.1","80"
"Grant, Arkansas","5053","519.6","477.8","564.2","599"
"Jackson, Georgia","13157","519.5","495.6","544.3","1861"
"Harrison, Kentucky","21097","519.3","477.7","563.7","616"
"Metcalfe, Kentucky","21169","519.0","463.6","579.7","341"
"Washington, Nebraska","31177","519.0","478.8","561.9","665"
"Barrow, Georgia","13013","518.8","495.4","543.0","1949"
"Albany, New York","36001","518.7","508.1","529.6","9595"
"Newton, Georgia","13217","518.3","498.6","538.6","2749"
"Kent, Delaware","10001","518.3","504.2","532.7","5334"
"Macoupin, Illinois","17117","518.2","492.7","544.8","1666"
"Van Buren, Iowa","19177","518.0","456.7","586.3","279"
"Iron, Missouri","29093","517.8","465.7","574.8","392"
"Madison, Georgia","13195","517.7","484.0","553.3","932"
"Greene, New York","36039","517.5","492.8","543.3","1803"
"McPherson, South Dakota","46089","517.3","407.1","650.9","100"
"Onondaga, New York","36067","517.3","508.8","526.0","14808"
"Bourbon, Kentucky","21017","517.0","478.0","558.5","686"
"Livingston, Illinois","17105","517.0","487.8","547.6","1250"
"Fallon, Montana","30025","516.9","414.2","638.0","96"
"Rowan, Kentucky","21205","516.3","475.8","559.4","632"
"Shelby, Kentucky","21211","516.2","488.4","545.2","1368"
"Stillwater, Montana","30095","516.1","460.3","577.6","356"
"King William, Virginia","51101","516.1","470.9","564.6","510"
"Cortland, New York","36023","516.0","489.0","544.2","1451"
"Knox, Indiana","18083","516.0","486.4","546.9","1213"
"St. Martin, Louisiana","22099","515.8","489.9","542.8","1578"
"Starke, Indiana","18149","515.8","479.3","554.6","788"
"Van Buren, Arkansas","5141","515.8","476.3","558.3","722"
"Haywood, North Carolina","37087","515.7","494.3","538.0","2461"
"Chenango, New York","36017","515.4","490.5","541.4","1756"
"Turner, South Dakota","46125","515.3","455.5","581.3","300"
"Dearborn, Indiana","18029","515.2","489.7","541.8","1628"
"Grand Isle, Vermont","50013","515.2","446.2","592.6","245"
"Leslie, Kentucky","21131","515.1","461.5","573.8","357"
"Pleasants, West Virginia","54073","515.0","453.3","583.5","263"
"Mills, Iowa","19129","514.9","469.0","564.4","505"
"Adams, Ohio","39001","514.9","481.1","550.5","916"
"St. James, Louisiana","22093","514.8","475.5","556.6","679"
"Tama, Iowa","19171","514.7","473.0","559.5","613"
"Allegany, New York","36003","514.6","488.4","541.9","1566"
"Jackson, Ohio","39079","514.6","482.8","547.9","1033"
"Ashley, Arkansas","5003","514.6","477.0","554.7","734"
"Crittenden, Kentucky","21055","514.6","458.6","576.1","331"
"Edmonson, Kentucky","21061","514.6","465.4","568.1","435"
"Meigs, Tennessee","47121","514.5","463.8","569.7","423"
"Nelson, Virginia","51125","514.5","470.9","561.5","618"
"Prince Edward, Virginia","51147","514.4","473.9","557.6","649"
"Butler, Iowa","19023","514.2","469.2","562.6","545"
"Marion, Florida","12083","514.0","505.0","523.0","15221"
"Scott, Indiana","18143","513.8","476.7","553.1","753"
"Todd, Kentucky","21219","513.8","461.9","570.1","371"
"Union, Kentucky","21225","513.7","465.7","565.5","448"
"Sunflower, Mississippi","28133","513.4","475.6","553.5","715"
"St. Mary, Louisiana","22101","513.2","487.7","539.8","1594"
"Franklin, Kentucky","21073","513.1","487.6","539.6","1614"
"Walker, Alabama","1127","513.1","491.3","535.7","2225"
"Randolph, North Carolina","37151","513.0","497.9","528.4","4629"
"Lampasas, Texas","48281","512.9","474.1","554.2","694"
"Crawford, Missouri","29055","512.9","477.3","550.5","831"
"Harford, Maryland","24025","512.8","501.1","524.7","7732"
"Dallas, Arkansas","5039","512.6","451.1","580.9","282"
"Heard, Georgia","13149","512.6","459.9","570.1","371"
"Calhoun, Iowa","19025","512.6","458.6","571.7","379"
"Crenshaw, Alabama","1041","512.5","465.9","562.8","476"
"New Kent, Virginia","51127","512.4","472.0","555.5","680"
"Elk, Pennsylvania","42047","512.2","481.6","544.3","1177"
"East Feliciana, Louisiana","22037","512.2","472.3","554.8","659"
"Cumberland, New Jersey","34011","512.0","496.9","527.5","4475"
"Seneca, New York","36099","512.0","482.0","543.4","1180"
"Magoffin, Kentucky","21153","511.7","461.5","566.2","403"
"Wilcox, Alabama","1131","511.7","458.1","570.1","361"
"Rhea, Tennessee","47143","511.7","480.8","544.2","1090"
"Union, South Carolina","45087","511.6","479.3","545.7","1004"
"Dukes, Massachusetts","25007","511.6","470.7","555.5","660"
"Mercer, Illinois","17131","511.6","468.9","557.6","580"
"Washington, Ohio","39167","511.4","489.4","534.3","2201"
"Price, Wisconsin","55099","511.4","469.1","557.4","606"
"Grenada, Mississippi","28043","511.4","473.2","552.1","696"
"Columbia, Pennsylvania","42037","511.3","489.3","534.0","2219"
"Jefferson, Arkansas","5069","511.3","489.6","533.7","2234"
"Allegany, Maryland","24001","511.2","491.0","532.2","2553"
"Monroe, Georgia","13207","511.2","477.4","547.0","910"
"White, Tennessee","47185","511.1","477.6","546.5","926"
"Campbell, Kentucky","21037","511.0","491.5","531.0","2739"
"Crawford, Georgia","13079","510.8","460.7","565.3","422"
"Polk, Georgia","13233","510.7","482.0","540.6","1239"
"Randolph, Arkansas","5121","510.7","469.0","555.3","605"
"Vernon, Louisiana","22115","510.7","481.3","541.4","1167"
"Lake, Florida","12069","510.6","501.4","519.9","13788"
"Ohio, Kentucky","21183","510.5","474.4","548.8","778"
"Sussex, New Jersey","34037","510.3","495.0","526.0","4660"
"Muscatine, Iowa","19139","510.3","482.3","539.6","1312"
"Charles Mix, South Dakota","46023","510.2","451.5","574.8","304"
"Adams, Iowa","19003","510.2","424.4","610.0","145"
"Boyle, Kentucky","21021","510.2","477.8","544.5","975"
"Dickson, Tennessee","47043","510.2","484.8","536.6","1579"
"Owen, Kentucky","21187","510.2","456.2","569.3","353"
"Cumberland, Kentucky","21057","510.1","445.3","582.4","252"
"Schuyler, New York","36097","510.1","470.1","552.9","657"
"Yellowstone, Montana","30111","510.0","495.3","525.0","4808"
"Overton, Tennessee","47133","509.9","473.7","548.5","783"
"Cimarron, Oklahoma","40025","509.9","390.4","655.9","77"
"Grant, Indiana","18053","509.9","488.4","532.1","2281"
"Nassau, New York","36059","509.9","505.0","514.8","44310"
"Lehigh, Pennsylvania","42077","509.9","500.3","519.7","11192"
"Garfield, Nebraska","31071","509.8","391.0","657.5","85"
"Racine, Wisconsin","55101","509.8","496.6","523.2","6043"
"Putnam, New York","36079","509.7","491.6","528.4","3212"
"Lonoke, Arkansas","5085","509.4","486.4","533.1","1913"
"Marshall, Tennessee","47117","509.4","477.2","543.3","988"
"Terrebonne, Louisiana","22109","509.3","491.2","528.0","3099"
"Spalding, Georgia","13255","509.3","486.7","532.7","2019"
"Osceola, Michigan","26133","509.2","473.6","547.1","831"
"Jessamine, Kentucky","21113","509.2","482.6","536.8","1442"
"Essex, Virginia","51057","509.1","458.9","564.0","417"
"Tunica, Mississippi","28143","509.0","445.7","578.6","249"
"Surry, North Carolina","37171","509.0","489.0","529.8","2580"
"Piatt, Illinois","17147","508.9","466.6","554.4","571"
"Genesee, New York","36037","508.9","486.1","532.7","1978"
"Piscataquis, Maine","23021","508.8","469.7","550.9","737"
"Brunswick, Virginia","51025","508.8","467.7","552.9","609"
"Goochland, Virginia","51075","508.8","472.8","547.3","833"
"Luzerne, Pennsylvania","42079","508.7","498.9","518.6","11142"
"Clay, Florida","12019","508.7","495.4","522.3","5910"
"Marshall, Kentucky","21157","508.7","478.6","540.4","1160"
"Washington, Maine","23029","508.6","479.2","539.5","1278"
"Penobscot, Maine","23019","508.6","494.1","523.4","5021"
"Saline, Nebraska","31151","508.6","459.5","561.7","413"
"Fountain, Indiana","18045","508.5","466.4","553.8","574"
"Cherokee, Georgia","13057","508.4","495.4","521.6","6301"
"Monroe, Mississippi","28095","508.4","479.3","538.9","1211"
"Clinton, New York","36019","508.4","488.3","529.2","2532"
"Washington, Pennsylvania","42125","508.3","496.3","520.6","7418"
"Wilkinson, Mississippi","28157","508.1","449.0","573.2","284"
"Mason, Kentucky","21161","507.9","465.7","553.1","566"
"Jefferson, Montana","30043","507.8","455.9","564.5","424"
"Covington, Virginia","51580","507.8","437.2","588.0","200"
"Dallas, Alabama","1047","507.7","479.2","537.5","1280"
"Fredericksburg, Virginia","51630","507.6","467.8","549.8","626"
"Putnam, Indiana","18133","507.5","478.0","538.4","1148"
"Montgomery, New York","36057","507.5","482.4","533.6","1662"
"Meade, Kentucky","21163","507.5","471.8","545.2","799"
"Floyd, Iowa","19067","507.4","464.7","553.2","580"
"Cattaraugus, New York","36009","507.4","487.3","528.1","2614"
"Muskingum, Ohio","39119","507.3","487.9","527.2","2755"
"Haralson, Georgia","13143","507.2","473.4","542.8","876"
"Woodford, Kentucky","21239","507.2","472.2","544.3","839"
"Union, South Dakota","46127","507.1","460.4","557.5","465"
"Warren, Georgia","13301","507.1","435.3","588.5","203"
"Arkansas, Arkansas","5001","507.0","466.4","550.3","618"
"Kalkaska, Michigan","26079","507.0","466.1","550.8","624"
"Campbell, Tennessee","47013","506.9","480.1","534.9","1433"
"Webster, Louisiana","22119","506.7","479.4","535.2","1365"
"Clinton, Missouri","29049","506.6","468.1","547.7","680"
"La Salle, Illinois","17099","506.6","490.0","523.6","3751"
"Adair, Kentucky","21001","506.6","465.6","550.3","606"
"Kent, Rhode Island","44003","506.5","492.8","520.4","5611"
"Warren, New Jersey","34041","506.4","489.3","524.0","3531"
"Potter, South Dakota","46107","506.3","392.7","645.4","98"
"Livingston, Kentucky","21139","506.3","452.0","566.1","350"
"Wapello, Iowa","19179","506.2","476.6","537.2","1165"
"Garvin, Oklahoma","40049","506.2","472.3","542.0","875"
"Delaware, Pennsylvania","42045","506.0","498.2","513.8","17225"
"White, Arkansas","5145","505.9","485.1","527.5","2294"
"Pasco, Florida","12101","505.8","498.2","513.5","18679"
"Delaware, Iowa","19055","505.7","463.3","551.0","579"
"Alexander, Illinois","17003","505.6","441.1","577.6","248"
"Bay, Florida","12005","505.5","492.2","519.2","5683"
"Kendall, Illinois","17093","505.5","485.6","525.9","2645"
"Madison, Kentucky","21151","505.4","484.4","527.0","2289"
"Leflore, Mississippi","28083","505.3","470.0","542.6","799"
"Shasta, California","6089","505.3","492.3","518.6","6266"
"Yazoo, Mississippi","28163","505.1","469.0","543.3","746"
"Schuyler, Illinois","17169","505.1","444.8","572.5","272"
"Forest, Wisconsin","55041","505.0","451.6","563.8","363"
"Garden, Nebraska","31069","505.0","392.9","645.3","86"
"Beaver, Utah","49001","505.0","430.1","589.4","170"
"Hardin, Ohio","39065","504.8","471.6","539.8","908"
"Schuylkill, Pennsylvania","42107","504.7","490.6","519.3","5149"
"Monroe, New York","36055","504.7","498.0","511.5","22992"
"Vermilion, Illinois","17183","504.7","485.0","525.1","2627"
"Gilmer, West Virginia","54021","504.6","443.6","572.5","254"
"Chester, South Carolina","45023","504.5","474.2","536.5","1103"
"Fulton, Kentucky","21075","504.5","436.1","581.2","214"
"Levy, Florida","12075","504.5","478.1","532.2","1573"
"Ontario, New York","36069","504.4","487.6","521.5","3740"
"Starr, Texas","48427","504.3","478.1","531.5","1406"
"Blackford, Indiana","18009","504.1","457.1","555.2","451"
"Kenton, Kentucky","21117","504.0","489.1","519.4","4526"
"Gilmer, Georgia","13123","504.0","473.2","536.5","1146"
"Mercer, New Jersey","34021","503.9","494.1","513.7","10690"
"Cleveland, North Carolina","37045","503.9","486.0","522.3","3192"
"Granville, North Carolina","37077","503.9","480.5","528.3","1839"
"Fayette, West Virginia","54019","503.9","478.3","530.7","1570"
"Saline, Illinois","17165","503.8","469.5","540.1","853"
"Oneida, New York","36065","503.8","492.2","515.7","7624"
"Forrest, Mississippi","28035","503.8","481.1","527.2","1924"
"Custer, Montana","30017","503.8","454.7","557.0","416"
"Kankakee, Illinois","17091","503.7","486.4","521.5","3341"
"Grays Harbor, Washington","53027","503.7","483.6","524.5","2599"
"DeKalb, Illinois","17037","503.5","483.4","524.2","2473"
"Richardson, Nebraska","31147","503.5","447.3","565.8","335"
"Mountrail, North Dakota","38061","503.4","440.8","572.4","251"
"Habersham, Georgia","13137","503.3","476.4","531.3","1382"
"Bibb, Georgia","13021","503.1","488.0","518.6","4402"
"Wayne, Michigan","26163","503.1","498.7","507.6","51491"
"Logan, Ohio","39091","503.1","476.9","530.4","1466"
"McDonough, Illinois","17109","503.0","469.0","539.0","897"
"Worth, Georgia","13321","502.8","464.6","543.6","689"
"Kitsap, Washington","53035","502.7","491.3","514.3","8077"
"Rockingham, New Hampshire","33015","502.4","492.1","512.8","9846"
"Perry, Arkansas","5105","502.4","450.2","559.6","363"
"Crook, Oregon","41013","502.4","466.7","540.4","875"
"St. Helena, Louisiana","22091","502.3","447.6","562.1","340"
