Incidence, US by County, All Races, Prostate (Male), 2013 - 2017
Area,County FIPS,"Age-Adjusted Rate per 100,000",Lower CI,Upper CI,Count
"Smith, Tennessee","47159","126.3","98.4","160.3","77"
"Gloucester, Virginia","51073","126.3","107.5","147.8","170"
"Ontario, New York","36069","126.2","114.8","138.5","478"
"Jones, Georgia","13169","126.2","102.7","153.8","109"
"Scotts Bluff, Nebraska","31157","126.2","106.2","149.1","146"
"Dubuque, Iowa","19061","126.2","113.6","140.0","378"
"Washington, Texas","48477","126.1","107.0","148.1","159"
"Putnam, Ohio","39137","126.1","105.4","150.0","137"
"Webster, Louisiana","22119","126.0","107.3","147.3","166"
"Goochland, Virginia","51075","126.0","103.5","153.2","117"
"Hancock, Iowa","19081","126.0","93.7","167.6","53"
"Fredericksburg, Virginia","51630","125.9","97.1","160.3","69"
"Tate, Mississippi","28137","125.9","102.4","153.5","107"
"Todd, South Dakota","46121","125.9","70.2","204.3","16"
"Kent, Maryland","24029","125.8","101.8","154.9","101"
"Yellowstone, Montana","30111","125.8","115.8","136.5","612"
"Union, South Carolina","45087","125.5","103.7","151.2","123"
"Oneida, New York","36065","125.5","117.5","133.9","965"
"Jefferson Davis, Louisiana","22053","125.5","103.5","151.1","116"
"Teton, Wyoming","56039","125.5","98.5","157.9","84"
"Hamilton, Tennessee","47065","125.5","118.7","132.6","1353"
"Washington, Louisiana","22117","125.4","107.7","145.4","191"
"Herkimer, New York","36043","125.3","110.9","141.2","289"
"Nottoway, Virginia","51135","125.3","97.6","159.4","71"
"Hertford, North Carolina","37091","125.3","101.6","153.5","102"
"DeKalb, Illinois","17037","125.2","111.0","140.7","299"
"Will, Illinois","17197","125.2","119.7","130.8","2169"
"Milwaukee, Wisconsin","55079","125.2","120.6","130.0","2959"
"Assumption, Louisiana","22007","125.1","100.7","154.2","96"
"Coffee, Alabama","1031","125.0","107.5","144.6","192"
"Ozaukee, Wisconsin","55089","124.8","112.4","138.3","388"
