Demographics, US by County, Population, Age 65 and Over (Both Sexes - 2014 to 2018), 2014 - 2018
Area,County FIPS,Percent
"Storey, Nevada","32029","36.8"
"Prince of Wales-Outer Ketchikan, Alaska","2201","36.8"
"Buchanan, Virginia","51027","36.8"
"Jefferson, Florida","12065","36.8"
"Bucks, Pennsylvania","42017","36.8"
"Caswell, North Carolina","37033","36.8"
"Hanover, Virginia","51085","36.8"
"Presque Isle, Michigan","26141","36.8"
"Pulaski, Virginia","51155","36.8"
"Cocke, Tennessee","47029","36.8"
"Bonner, Idaho","16017","36.7"
"Grayson, Virginia","51077","36.7"
"Amelia, Virginia","51007","36.7"
"Catron, New Mexico","35003","36.7"
"Warren, Pennsylvania","42123","36.7"
"Park, Montana","30067","36.7"
"Granite, Montana","30039","36.7"
"Owen, Indiana","18119","36.7"
"Carroll, Maryland","24013","36.7"
"Queen Anne's, Maryland","24035","36.7"
"Vinton, Ohio","39163","36.7"
"Dixie, Florida","12029","36.7"
"Menard, Texas","48327","36.7"
"Iron, Michigan","26071","36.6"
"Augusta, Virginia","51015","36.6"
"Washington, Wisconsin","55131","36.6"
"Dearborn, Indiana","18029","36.6"
"Yadkin, North Carolina","37197","36.6"
"Newton, Texas","48351","36.6"
"Windham, Vermont","50025","36.6"
"Lake, Michigan","26085","36.6"
"Pleasants, West Virginia","54073","36.6"
"Monroe, Illinois","17133","36.6"
"Jefferson, Kansas","20087","36.6"
"Washburn, Wisconsin","55129","36.6"
"Monroe, Arkansas","5095","36.6"
"Polk, Wisconsin","55095","36.6"
"Mathews, Virginia","51115","36.6"
"Stillwater, Montana","30095","36.6"
"Schuyler, Illinois","17169","36.6"
"El Dorado, California","6017","36.6"
"Logan, West Virginia","54045","36.5"
"King William, Virginia","51101","36.5"
"Monroe, Pennsylvania","42089","36.5"
"Susquehanna, Pennsylvania","42115","36.5"
"Pittsylvania, Virginia","51143","36.5"
"Trinity, California","6105","36.5"
"Metcalfe, Kentucky","21169","36.5"
"Falls Church, Virginia","51610","36.5"
"Westmoreland, Pennsylvania","42129","36.5"
"Saguache, Colorado","8109","36.5"
"Sullivan, New Hampshire","33019","36.5"
"Carroll, Ohio","39019","36.5"
"Pend Oreille, Washington","53051","36.5"
"Rutland, Vermont","50021","36.5"
"Jenkins, Georgia","13165","36.5"
"Cheatham, Tennessee","47021","36.5"
"Roane, Tennessee","47145","36.5"
"Carteret, North Carolina","37031","36.5"
"Fayette, Tennessee","47047","36.5"
"Menominee, Michigan","26109","36.5"
"Bedford, Pennsylvania","42009","36.4"
"Juneau, Wisconsin","55057","36.4"
"Kent, Rhode Island","44003","36.4"
"Burnett, Wisconsin","55013","36.4"
"Ottawa, Ohio","39123","36.4"
"Vilas, Wisconsin","55125","36.4"
"Williamson, Tennessee","47187","36.4"
"Edwards, Kansas","20047","36.4"
"Dukes, Massachusetts","25007","36.4"
"Sherman, Oregon","41055","36.4"
"Garza, Texas","48169","36.4"
"Person, North Carolina","37145","36.4"
"Floyd, Virginia","51063","36.4"
"Ste. Genevieve, Missouri","29186","36.4"
"Armstrong, Pennsylvania","42005","36.4"
"Butler, Pennsylvania","42019","36.4"
"Wabaunsee, Kansas","20197","36.4"
"Clearfield, Pennsylvania","42033","36.4"
"Wayne, New York","36117","36.4"
"Dodge, Wisconsin","55027","36.4"
"Fluvanna, Virginia","51065","36.4"
"Harrison, Ohio","39067","36.4"
"Waukesha, Wisconsin","55133","36.3"
"Meigs, Ohio","39105","36.3"
"Sawyer, Wisconsin","55113","36.3"
"Polk, Texas","48373","36.3"
"Jasper, Georgia","13159","36.3"
"Tyler, West Virginia","54095","36.3"
"Jones, North Carolina","37103","36.3"
"Alleghany, North Carolina","37005","36.3"
"Oldham, Kentucky","21185","36.3"
"Breathitt, Kentucky","21025","36.3"
"Rockbridge, Virginia","51163","36.3"
"Campbell, South Dakota","46021","36.3"
"Hancock, Maine","23009","36.3"
"Shoshone, Idaho","16079","36.2"
"Venango, Pennsylvania","42121","36.2"
"Madison, Ohio","39097","36.2"
"St. Clair, Michigan","26147","36.2"
"Anderson, Kentucky","21005","36.2"
"Oconee, Georgia","13219","36.2"
"Columbia, New York","36021","36.2"
"Kewaunee, Wisconsin","55061","36.2"
"Fauquier, Virginia","51061","36.2"
"Washington, New York","36115","36.2"
"Calumet, Wisconsin","55015","36.2"
"Stevens, Washington","53065","36.2"
"Manitowoc, Wisconsin","55071","36.2"
"Davie, North Carolina","37059","36.2"
"Caldwell, North Carolina","37027","36.2"
"Doddridge, West Virginia","54017","36.2"
"Brooks, Georgia","13027","36.2"
"Adams, Ohio","39001","36.2"
"Kennebec, Maine","23011","36.2"
"Morgan, Ohio","39115","36.1"
"Lincoln, Maine","23015","36.1"
"Washington, Vermont","50023","36.1"
"Dickinson, Michigan","26043","36.1"
"Windsor, Vermont","50027","36.1"
"Pine, Minnesota","27115","36.1"
"Marinette, Wisconsin","55075","36.1"
"Columbia, Wisconsin","55021","36.1"
"Roscommon, Michigan","26143","36.1"
"Orleans, New York","36073","36.1"
"Marquette, Wisconsin","55077","36.1"
"Geauga, Ohio","39055","36.1"
"Cass, Michigan","26027","36.1"
"Garden, Nebraska","31069","36.1"
"Clearwater, Idaho","16035","36.1"
"Morrow, Ohio","39117","36.1"
"Waldo, Maine","23027","36.1"
"Henderson, Illinois","17071","36.1"
"Jefferson, West Virginia","54037","36.1"
"Webster, West Virginia","54101","36.1"
"Lincoln, West Virginia","54043","36.1"
"Aroostook, Maine","23003","36.1"
"Monroe, Georgia","13207","36.1"
"Green, Kentucky","21087","36.1"
"Sherman, Texas","48421","36.1"
"Pender, North Carolina","37141","36.1"
"Cherokee, North Carolina","37039","36.1"
"Avery, North Carolina","37011","36.1"
"Hancock, Tennessee","47067","36.1"
"Alcona, Michigan","26001","36.0"
"Hawkins, Tennessee","47073","36.0"
"Polk, North Carolina","37149","36.0"
"Grainger, Tennessee","47057","36.0"
"Craig, Virginia","51045","36.0"
"Wilkin, Minnesota","27167","36.0"
"Sierra, California","6091","36.0"
"Spencer, Indiana","18147","36.0"
"Perry, Pennsylvania","42099","36.0"
"Bandera, Texas","48019","36.0"
"Cheboygan, Michigan","26031","36.0"
"Wyoming, West Virginia","54109","36.0"
"Taliaferro, Georgia","13265","36.0"
"Harris, Georgia","13145","36.0"
"Lee, Virginia","51105","36.0"
"Fulton, Pennsylvania","42057","36.0"
"Boone, West Virginia","54005","36.0"
"Charles, Maryland","24017","36.0"
"Douglas, Nevada","32005","36.0"
"Knox, Maine","23013","36.0"
"Ogemaw, Michigan","26129","36.0"
"Brantley, Georgia","13025","36.0"
"Greene, North Carolina","37079","36.0"
"Carroll, Virginia","51035","35.9"
"Jackson, Kentucky","21109","35.9"
"Tuscola, Michigan","26157","35.9"
"Forsyth, Georgia","13117","35.9"
"Smyth, Virginia","51173","35.9"
"Ritchie, West Virginia","54085","35.9"
"Alfalfa, Oklahoma","40003","35.9"
"Floyd, Kentucky","21071","35.9"
"Pendleton, Kentucky","21191","35.9"
"Langlade, Wisconsin","55067","35.9"
"Perry, Kentucky","21193","35.9"
"Ozark, Missouri","29153","35.9"
"Oscoda, Michigan","26135","35.9"
"Echols, Georgia","13101","35.9"
"Tipton, Indiana","18159","35.9"
"Rockingham, North Carolina","37157","35.9"
"Merrimack, New Hampshire","33013","35.9"
"Butte, Idaho","16023","35.9"
"Ransom, North Dakota","38073","35.9"
"Pickett, Tennessee","47137","35.9"
"Monroe, Michigan","26115","35.9"
"Charlevoix, Michigan","26029","35.9"
"Door, Wisconsin","55029","35.9"
"Saratoga, New York","36091","35.9"
"Pickens, Georgia","13227","35.9"
"Routt, Colorado","8107","35.9"
"Nantucket, Massachusetts","25019","35.8"
"Nance, Nebraska","31125","35.8"
"Jefferson, Washington","53031","35.8"
"Dutchess, New York","36027","35.8"
"Mercer, North Dakota","38057","35.8"
"Plymouth, Massachusetts","25023","35.8"
"Scott, Illinois","17171","35.8"
"Cecil, Maryland","24015","35.8"
"Hillsborough, New Hampshire","33011","35.8"
"Benzie, Michigan","26019","35.8"
"Columbiana, Ohio","39029","35.8"
"Stewart, Tennessee","47161","35.8"
"Fulton, New York","36035","35.8"
"Harrison, Iowa","19085","35.8"
"Montgomery, Arkansas","5097","35.8"
"Garrett, Maryland","24023","35.8"
"Knott, Kentucky","21119","35.8"
"Adams, Idaho","16003","35.8"
"Washington, Virginia","51191","35.8"
"Miami, Kansas","20121","35.8"
"Livingston, Kentucky","21139","35.8"
"Nassau, Florida","12089","35.8"
"Gilmer, Georgia","13123","35.7"
"Hardy, West Virginia","54031","35.7"
"Somerset, Pennsylvania","42111","35.7"
"Union, Ohio","39159","35.7"
"Taylor, Georgia","13269","35.7"
"Mingo, West Virginia","54059","35.7"
"Loup, Nebraska","31115","35.7"
"Pike, Georgia","13231","35.7"
"Woodruff, Arkansas","5147","35.7"
"Lake, Ohio","39085","35.7"
"Ozaukee, Wisconsin","55089","35.7"
"McDowell, West Virginia","54047","35.7"
"Ulster, New York","36111","35.7"
"Greene, New York","36039","35.7"
"Taos, New Mexico","35055","35.7"
"Windham, Connecticut","9015","35.7"
"Mariposa, California","6043","35.7"
"Buffalo, Wisconsin","55011","35.7"
"Waupaca, Wisconsin","55135","35.7"
"Twiggs, Georgia","13289","35.7"
"Essex, New York","36031","35.7"
"Benton, Missouri","29015","35.7"
"North Slope, Alaska","2185","35.7"
"Maries, Missouri","29125","35.7"
"Calhoun, South Carolina","45017","35.7"
"Madison, Georgia","13195","35.7"
"Clay, Texas","48077","35.7"
"Morgan, Indiana","18109","35.7"
"Summit, Colorado","8117","35.7"
"Antrim, Michigan","26009","35.6"
"Ashe, North Carolina","37009","35.6"
"Medina, Ohio","39103","35.6"
"Gulf, Florida","12045","35.6"
"Pike, Kentucky","21195","35.6"
"Alexander, North Carolina","37003","35.6"
"Clay, Tennessee","47027","35.6"
"St. Johns, Florida","12109","35.6"
"Alpena, Michigan","26007","35.6"
"Green, Wisconsin","55045","35.6"
"Hayes, Nebraska","31085","35.6"
"Caledonia, Vermont","50005","35.6"
"Burlington, New Jersey","34005","35.6"
"Nicholas, West Virginia","54067","35.6"
"Taylor, West Virginia","54091","35.6"
"Schuylkill, Pennsylvania","42107","35.6"
"Manistee, Michigan","26101","35.6"
"Genesee, New York","36037","35.6"
"Rockcastle, Kentucky","21203","35.6"
"Trimble, Kentucky","21223","35.6"
"Scott, Virginia","51169","35.6"
"Lee, Illinois","17103","35.6"
"Iosco, Michigan","26069","35.6"
"Bergen, New Jersey","34003","35.6"
"Nevada, California","6057","35.6"
"Suffolk, New York","36103","35.6"
"Lincoln, Georgia","13181","35.6"
"Washington, Alabama","1129","35.6"
"Fayette, Pennsylvania","42051","35.6"
"Pocahontas, Iowa","19151","35.6"
"Franklin, Maine","23007","35.6"
"Huerfano, Colorado","8055","35.5"
"Taylor, Wisconsin","55119","35.5"
"Lewis, Kentucky","21135","35.5"
"Brooke, West Virginia","54009","35.5"
"Sullivan, New York","36105","35.5"
"Plumas, California","6063","35.5"
"Columbia, Oregon","41009","35.5"
"Coke, Texas","48081","35.5"
"Lyon, Kentucky","21143","35.5"
"Archer, Texas","48009","35.5"
"Roseau, Minnesota","27135","35.5"
"Leslie, Kentucky","21131","35.5"
"Kanabec, Minnesota","27065","35.5"
"Shawano, Wisconsin","55115","35.5"
"Franklin, Indiana","18047","35.5"
"Hamilton, Florida","12047","35.5"
"Morgan, Tennessee","47129","35.5"
"Klickitat, Washington","53039","35.5"
"Musselshell, Montana","30065","35.5"
"Broadwater, Montana","30007","35.5"
"Pike, Indiana","18125","35.5"
"Surry, North Carolina","37171","35.5"
"Washington, Maine","23029","35.5"
"Los Alamos, New Mexico","35028","35.5"
"Warren, Ohio","39165","35.5"
"Leelanau, Michigan","26089","35.5"
"Harford, Maryland","24025","35.5"
"Gloucester, New Jersey","34015","35.5"
"McDowell, North Carolina","37111","35.5"
"Gogebic, Michigan","26053","35.5"
"Blaine, Oklahoma","40011","35.5"
"Chenango, New York","36017","35.5"
"Bertie, North Carolina","37015","35.5"
"Haralson, Georgia","13143","35.5"
"Belmont, Ohio","39013","35.4"
"Patrick, Virginia","51141","35.4"
"Berkshire, Massachusetts","25003","35.4"
"Wyoming, New York","36121","35.4"
"Washington, Rhode Island","44009","35.4"
"Sheridan, North Dakota","38083","35.4"
"Lincoln, Oregon","41041","35.4"
"Gilliam, Oregon","41021","35.4"
"Pitkin, Colorado","8097","35.4"
"Greene, Mississippi","28041","35.4"
"Greenbrier, West Virginia","54025","35.4"
"Washington, Indiana","18175","35.4"
"Dodge, Georgia","13091","35.4"
"Heard, Georgia","13149","35.4"
"Tazewell, Virginia","51185","35.4"
"Dickenson, Virginia","51051","35.4"
"Northampton, North Carolina","37131","35.4"
"Burke, North Carolina","37023","35.4"
"Rutherford, North Carolina","37161","35.4"
"Morgan, Georgia","13211","35.4"
"Union, North Carolina","37179","35.4"
"Iredell, North Carolina","37097","35.4"
"Union, Tennessee","47173","35.4"
"Moore, Tennessee","47127","35.4"
"Chatham, North Carolina","37037","35.4"
"Fannin, Georgia","13111","35.4"
"Johnson, Tennessee","47091","35.4"
"Franklin, North Carolina","37069","35.4"
"Henry, Virginia","51089","35.4"
"Johnson, Kentucky","21115","35.4"
"Ross, Ohio","39141","35.4"
"Walton, Florida","12131","35.4"
"Howard, Maryland","24027","35.4"
"Washington, Pennsylvania","42125","35.4"
"Toole, Montana","30101","35.4"
"Meagher, Montana","30059","35.4"
"Pepin, Wisconsin","55091","35.4"
"Carver, Minnesota","27019","35.4"
"Amador, California","6005","35.4"
"Washington, Minnesota","27163","35.4"
"Galax, Virginia","51640","35.4"
"Baraga, Michigan","26013","35.4"
"Addison, Vermont","50001","35.3"
"Bullitt, Kentucky","21029","35.3"
"Cass, Nebraska","31025","35.3"
"Warren, Virginia","51187","35.3"
"Nelson, Virginia","51125","35.3"
"Richmond, Virginia","51159","35.3"
"Tioga, New York","36107","35.3"
"Letcher, Kentucky","21133","35.3"
"Choctaw, Alabama","1023","35.3"
"Clay, Kentucky","21051","35.3"
"Posey, Indiana","18129","35.3"
"Newton, Indiana","18111","35.3"
"Alger, Michigan","26003","35.3"
"Shelby, Indiana","18145","35.3"
"Piatt, Illinois","17147","35.3"
"Marion, Georgia","13197","35.3"
"Wilson, Texas","48493","35.3"
"Stone, Missouri","29209","35.3"
"Worcester, Massachusetts","25027","35.3"
"Marion, Tennessee","47115","35.3"
"Nicholas, Kentucky","21181","35.3"
"Gallatin, Kentucky","21077","35.3"
"Clay, West Virginia","54015","35.3"
"Lunenburg, Virginia","51111","35.3"
"Cumberland, Kentucky","21057","35.3"
"Juneau, Alaska","2110","35.3"
"Ketchikan Gateway, Alaska","2130","35.3"
"Harrison, Kentucky","21097","35.3"
"Marshall, West Virginia","54051","35.3"
"Davidson, North Carolina","37057","35.3"
"Union, South Carolina","45087","35.3"
"Mills, Iowa","19129","35.2"
"Franklin, Virginia","51067","35.2"
"Cumberland, Maine","23005","35.2"
"Bracken, Kentucky","21023","35.2"
"Hancock, Mississippi","28045","35.2"
"Gosper, Nebraska","31073","35.2"
"Crawford, Indiana","18025","35.2"
"Emmet, Michigan","26047","35.2"
"Frederick, Maryland","24021","35.2"
"Irion, Texas","48235","35.2"
"Kenai Peninsula, Alaska","2122","35.2"
"Carter, Tennessee","47019","35.2"
"Billings, North Dakota","38007","35.2"
"Grand, Utah","49019","35.2"
"Audubon, Iowa","19009","35.2"
"Giles, Virginia","51071","35.2"
"Oliver, North Dakota","38065","35.2"
"Boone, Iowa","19015","35.2"
"St. Croix, Wisconsin","55109","35.2"
"Pinellas, Florida","12103","35.2"
"Woodford, Kentucky","21239","35.2"
"Oakland, Michigan","26125","35.2"
"Worth, Iowa","19195","35.2"
"Page, Virginia","51139","35.2"
"Fairfield, Connecticut","9001","35.2"
"Brown, Nebraska","31017","35.2"
"Cayuga, New York","36011","35.2"
"Lamoille, Vermont","50015","35.2"
"Nye, Nevada","32023","35.2"
"Delta, Michigan","26041","35.2"
"Chesterfield, South Carolina","45025","35.2"
"Bollinger, Missouri","29017","35.1"
"Ontario, New York","36069","35.1"
"Benton, Iowa","19011","35.1"
"Rabun, Georgia","13241","35.1"
"Giles, Tennessee","47055","35.1"
"Jefferson, Wisconsin","55055","35.1"
"Niagara, New York","36063","35.1"
"Jefferson, Tennessee","47089","35.1"
"Iowa, Wisconsin","55049","35.1"
"Washington, Missouri","29221","35.1"
"Sullivan, Tennessee","47163","35.1"
"Ottawa, Kansas","20143","35.1"
"Sargent, North Dakota","38081","35.1"
"Smith, Tennessee","47159","35.1"
"Fountain, Indiana","18045","35.1"
"Wabasha, Minnesota","27157","35.1"
"Fayette, West Virginia","54019","35.1"
"Putnam, West Virginia","54079","35.1"
"Delaware, Ohio","39041","35.1"
"Champaign, Ohio","39021","35.1"
"Wilson, Tennessee","47189","35.1"
"Bristol, Massachusetts","25005","35.1"
"Martin, Indiana","18101","35.1"
"Ray, Missouri","29177","35.1"
"Fentress, Tennessee","47049","35.1"
"Greene, Indiana","18055","35.1"
"Monroe, Ohio","39111","35.1"
"Chester, Pennsylvania","42029","35.0"
"Menard, Illinois","17129","35.0"
"Franklin, Florida","12037","35.0"
"Franklin, Vermont","50011","35.0"
"Unicoi, Tennessee","47171","35.0"
"Holt, Missouri","29087","35.0"
"Bristol, Rhode Island","44001","35.0"
"Marion, Arkansas","5089","35.0"
"Jackson, Alabama","1071","35.0"
"Lake, Tennessee","47095","35.0"
"Dawson, Georgia","13085","35.0"
"Clare, Michigan","26035","35.0"
"Wyoming, Pennsylvania","42131","35.0"
"Harrison, Indiana","18061","35.0"
"McCreary, Kentucky","21147","35.0"
"Norfolk, Massachusetts","25021","35.0"
"Barry, Michigan","26015","35.0"
"Reynolds, Missouri","29179","35.0"
"Elliott, Kentucky","21063","35.0"
"Cherokee, Georgia","13057","35.0"
"Hardin, Illinois","17069","35.0"
"Wallowa, Oregon","41063","35.0"
"Madison, Montana","30057","35.0"
"Putnam, Illinois","17155","35.0"
"Ravalli, Montana","30081","35.0"
"Carroll, Indiana","18015","35.0"
"Clark, Kentucky","21049","35.0"
"Monroe, West Virginia","54063","35.0"
"Pembina, North Dakota","38067","35.0"
"Mason, Illinois","17125","35.0"
"Penobscot, Maine","23019","35.0"
"Richland, Montana","30083","34.9"
"Macomb, Michigan","26099","34.9"
"Nassau, New York","36059","34.9"
"Stark, Illinois","17175","34.9"
"Madison, New York","36053","34.9"
"Adams, Pennsylvania","42001","34.9"
"Greene, Tennessee","47059","34.9"
"Breckinridge, Kentucky","21027","34.9"
"Brunswick, North Carolina","37019","34.9"
"Lac qui Parle, Minnesota","27073","34.9"
"Comal, Texas","48091","34.9"
"Henderson, Tennessee","47077","34.9"
"Houston, Minnesota","27055","34.9"
"Hyde, South Dakota","46069","34.9"
"Iron, Missouri","29093","34.9"
"Hocking, Ohio","39073","34.9"
"Washington, Nebraska","31177","34.9"
"Lampasas, Texas","48281","34.9"
"Schoharie, New York","36095","34.9"
"Henry, Kentucky","21103","34.9"
"Trigg, Kentucky","21221","34.9"
"Anoka, Minnesota","27003","34.9"
"Shiawassee, Michigan","26155","34.9"
"Van Buren, Michigan","26159","34.9"
"Lamar, Alabama","1075","34.9"
"Crook, Wyoming","56011","34.9"
"Kingman, Kansas","20095","34.9"
"Lincoln, Tennessee","47103","34.9"
"Coweta, Georgia","13077","34.9"
"Ogle, Illinois","17141","34.9"
"Lake, Oregon","41037","34.9"
"Mitchell, North Carolina","37121","34.9"
"Haywood, North Carolina","37087","34.9"
"Lorain, Ohio","39093","34.9"
"Pocahontas, West Virginia","54075","34.9"
"Alleghany/Clifton Forge, Virginia","51005","34.9"
"Barnstable, Massachusetts","25001","34.9"
"Fremont, Colorado","8043","34.9"
"Huron, Michigan","26063","34.9"
"Jefferson, Colorado","8059","34.9"
"Greensville, Virginia","51081","34.9"
"Ford, Illinois","17053","34.9"
"Lewis, New York","36049","34.9"
"Ballard, Kentucky","21007","34.8"
"Seneca, New York","36099","34.8"
"Scott, Indiana","18143","34.8"
"Shackelford, Texas","48417","34.8"
"Lafayette, Arkansas","5073","34.8"
"Camden, Missouri","29029","34.8"
"Beaver, Pennsylvania","42007","34.8"
"Paulding, Ohio","39125","34.8"
"Bladen, North Carolina","37017","34.8"
"Russell, Kentucky","21207","34.8"
"Jefferson, Ohio","39081","34.8"
"Pawnee, Kansas","20145","34.8"
"Hancock, Georgia","13141","34.8"
"Carroll, Mississippi","28015","34.8"
"Kershaw, South Carolina","45055","34.8"
"Greene, Illinois","17061","34.8"
"Bent, Colorado","8011","34.8"
